"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"social_activities_time.24",-4.44975063368242,4.41837975159643,-13.1154851942078,4.21598392684296,0.314023024149891,1,0.654053415328346
"tv_time.25",-6.57128864396842,20.9531270045517,-47.6664659407356,34.5238886527987,0.7538473546336,1,0.923632794866393
"video_time.25",-43.1360490461081,21.2179907668779,-84.7507012293646,-1.52139686285164,0.0422005022159338,1,0.435989196491928
"videogames_time.25",12.3233998250677,21.3809992281705,-29.6109593697597,54.2577590198952,0.564436569629207,1,0.792965363566233
"social_activities_time.25",-47.9448134642825,24.8427293192986,-96.668632381163,0.779005452598007,0.053773017588061,1,0.435989196491928
"tv_time.26",-39.9983850445129,22.1554168282376,-83.4516188832415,3.45484879421563,0.0711873479912013,1,0.455953822830178
"video_time.26",-24.9588661795275,22.4448429633637,-68.9797490779048,19.0620167188497,0.266283796873636,1,0.629819067388077
"videogames_time.26",33.6560961846417,22.6182762861043,-10.7049400399807,78.0171324092641,0.136926049128658,1,0.484939937526605
"social_activities_time.26",-47.2741427822526,26.2681958287619,-98.7937356979641,4.24545013345881,0.0720809352268296,1,0.455953822830178
"tv_time.27",-16.7806761613362,18.6978695510981,-53.4524584339718,19.8911061112993,0.369590937522931,1,0.664845787392038
"video_time.27",6.04313016639425,18.8288291579565,-30.8855007368352,42.9717610696237,0.748284796932931,1,0.923632794866393
"videogames_time.27",3.12130767594263,18.9731896143082,-34.0904546936625,40.3330700455478,0.869346953635501,1,0.949648077866892
"social_activities_time.27",-25.0344852694747,22.0112193427538,-68.2046785948038,18.1357080558545,0.255542733962089,1,0.609715996821825
"tv_time.28",14.9201976281407,12.093548770322,-8.79876951005882,38.6391647663403,0.217464857605406,1,0.566551891321599
"video_time.28",-18.4103490825684,12.2379394821391,-42.4125084097354,5.59181024459869,0.132663477855441,1,0.481126213022398
"videogames_time.28",2.5559134916977,12.3485257953004,-21.6631377650114,26.7749647484068,0.836048045022931,1,0.937914117013264
"social_activities_time.28",-18.6790669140318,14.3427484600794,-46.8093689334802,9.45123510541666,0.192969440473089,1,0.564383739878281
"tv_time.29",-13.941449641158,18.599102866981,-50.4195635463624,22.5366642640463,0.453607840220136,1,0.70908811804527
"video_time.29",-6.17546379275507,18.7412405892145,-42.9323500698819,30.5814224843718,0.741807080050303,1,0.923632794866393
"videogames_time.29",-30.3743702845518,18.92974797908,-67.5009729984695,6.75223242936593,0.108760912152468,1,0.465537150894127
