"Fitted values"	"Residuals"
1501351.78109429	71298.2189057056
1485922.46453914	133417.535460856
1489251.51003804	-82851.5100380385
1481269.93420796	-72039.9342079609
1480361.09133387	-113801.091333872
1484556.30205232	-144336.302052323
1463208.67150665	-31148.6715066478
1446090.37199652	29199.6280034811
1489284.57383606	177535.426163943
1489205.56970328	244264.430296716
1566330.11874862	55379.8812513755
1570452.17546656	34887.8245334362
1612475.23202074	102044.767979265
1619396.80369456	144503.196305441
1574825.38615355	145824.61384645
1562730.78137069	164149.218629313
1573619.9933779	-161769.993377901
1577117.50706742	-14247.5070674151
1563773.9694597	-48243.969459703
1564858.10082086	-133788.100820855
1472504.35022432	136595.649775675
1467789.38045606	145290.619543941
1390924.72578956	-97384.7257895583
1405002.18186351	-76442.181863514
1540131.51199158	45328.4880084225
1556702.58189601	12447.4181039872
1569110.60173944	35029.3982605612
1572485.42329606	51414.576703942
1454099.31993569	-235399.319935693
1459634.11240266	-153184.112402658
1361008.17115407	208561.828845925
1337341.74648732	256908.253512676
1446856.1817641	-130786.181764102
1447494.16555534	-89144.1655553394
1533243.33148907	197666.668510929
1522274.19269267	129695.807307325
1445929.0887098	-139599.0887098
1443776.32239075	-85096.3223907544
1573361.16535867	-194611.165358669
1575554.2982106	-189344.298210595
1464615.02320499	-35275.0232049868
1485589.43486989	-56749.4348698932
1457984.00622209	-192684.006222094
1460712.76529827	-195722.765298273
1394870.13527558	232199.864724416
1386613.3333705	288836.666629504
1453538.27551292	48511.7244870755
1456219.94807974	4970.05192026038
1612965.2602091	-49155.2602090967
1612680.58537893	119.41462107503
1525051.4420318	-8361.44203180501
1518669.93214856	-24919.9321485597
1423791.78216978	73848.2178302158
1440694.19498641	97275.8050135881
1496398.44402241	49771.5559775916
1499454.42048697	73535.5795130276
1482403.83462198	3436.16537801589
1491533.25819853	11496.7418014694
1548279.15718968	-307099.157189682
1564487.02092713	-503507.020927134
1473849.40839574	-83399.4083957405
1475590.03519502	58599.9648049783
1563261.68740468	97018.3125953171
1547783.57750258	184866.422497422
1426554.83881638	85705.1611836236
1451858.20639514	60301.7936048605
1340180.77941538	166999.220584618
1317222.96936018	227247.030639817
